train_loss,train_accuracy,val_loss,val_accuracy
3.490133133665919,0.22724978072472116,3.4515379337631558,0.23277552807961815
3.3000838381960587,0.25292994318479345,3.4015054731813557,0.23841493602112318
3.240271205558024,0.2611867210818453,3.3840828715477715,0.24094902000609322
3.2051359398699484,0.2659862314761481,3.386862902904242,0.2416265740834772
3.181478050614412,0.2701258705555846,3.3790188805638346,0.24252945059408956
3.163573375595685,0.2726868094465099,3.3736634845235836,0.24175510307707931
3.149193912399635,0.2747973340053412,3.3752440051329344,0.24206769828374125
3.1380081603169634,0.27674012933968684,3.3677166344079073,0.24416700517924242
3.128927379614047,0.27813514557260305,3.3728398114058455,0.2422438306083071
3.1206259832598437,0.27917874862543857,3.3718335714947454,0.24327523611252158
3.113750638603234,0.28029721618578834,3.3690193772037538,0.2435910048745811
3.107977932171278,0.2812643183484317,3.375545050536871,0.24283569868995633
3.102597455401105,0.2821847836047547,3.3778543128959537,0.24253103737178835
3.097924036025102,0.2828757461905011,3.377370717405147,0.24253579770488473
3.0936290112291824,0.2836587553018799,3.371263759492363,0.24322287244846147
3.089860721377794,0.28418607961983555,3.386205976210573,0.24346406265867776
3.0863349621237375,0.2846422212913023,3.374678527375484,0.24374809586676144
3.0830245723822745,0.28495845224380795,3.381116535138924,0.2423390372702346
3.0801831945771476,0.285656778551605,3.379569282020374,0.24359893876307503
3.077406999178068,0.28596973673875475,3.369475228563473,0.24245645881994515
