train_loss,train_accuracy,val_loss,val_accuracy
4.5391536029825765,0.10902726868094464,4.488862071652769,0.11506359805016757
4.39492859706558,0.12103913572812483,4.404496171988484,0.12277692444399309
4.3206956608167975,0.12785016952924544,4.325386957285961,0.1303998045089875
4.248764750076949,0.13532107464523224,4.2637048068598125,0.1363835432111303
4.116567707632314,0.14974415156830917,3.9809869711467116,0.16548504620696658
3.641280411868693,0.2096742125726554,3.6031871811924967,0.21678398243119731
3.4657600781877247,0.23463068479342306,3.5551076512827273,0.22315489489184523
3.4092796511279793,0.24207827145624966,3.534209337769105,0.2258857393114654
3.3747445844371713,0.24638154880347699,3.518663277223629,0.22801836853864121
3.3494309200855765,0.24976395179871183,3.5081439523802467,0.2280389966487255
3.3292546128018174,0.2523269361679845,3.5014046739415736,0.22841823651873666
3.3122112478468066,0.2542840498507619,3.4966518474591255,0.2304873946379608
3.29768230462877,0.25633525553751896,3.492750540256161,0.23030491520259977
3.284778680034587,0.25793481960517356,3.486230624367334,0.23161242002640398
3.273513516019188,0.25934210870817404,3.481760654447526,0.23232170965776378
3.2630056000482464,0.2608557626852385,3.479411590809966,0.23256766020107647
3.253786807391833,0.2621186410169137,3.4741034136334688,0.23391166091195287
3.245641555325201,0.2632661543697963,3.475933596217912,0.2329151645171118
3.237713508395716,0.2642864389694716,3.47310791359924,0.23299767695744897
3.23069622193031,0.2652486319840813,3.466153308535828,0.23437817355539758
