train_loss,train_accuracy,val_loss,val_accuracy
5.702240141984798,0.0650940756401529,5.645346537040214,0.07213332740936326
5.553803857299067,0.06938671649997381,5.385094736098662,0.07371693155275719
4.169857801021241,0.13674186390532544,3.642818692736036,0.20442774449070783
3.485094942309728,0.22844761284494947,3.5078952809548127,0.22560011932568294
3.367982065664534,0.24490266795831805,3.4630918271822217,0.23219952777495684
3.3079078199726477,0.2533169476881186,3.433704518056393,0.23537625672793744
3.2692636146141907,0.2584110069644447,3.4223359219493075,0.23636323245658578
3.2414439174587977,0.2622299150390114,3.4140988239554857,0.23822293591956942
3.22104923949976,0.265005629156412,3.4061298840806438,0.23918610998273585
3.2048505814017916,0.2673648838822852,3.4070000974154055,0.23916389509495278
3.1918870332622213,0.2690335851180814,3.4048023722166216,0.23981130039605972
3.180747303655836,0.27087860658742213,3.4040588110827597,0.2397414821773129
3.171417440744871,0.27202652903597424,3.399792706674642,0.2402016477099624
3.1634357143535836,0.2734587729748128,3.3989490152821755,0.24079510256931044
3.1562977401712224,0.2745522856993245,3.3960864600813716,0.24001123438610744
3.1497611886463583,0.27530338534848403,3.407260197194637,0.2393654158626993
3.1440914152754336,0.2762144414044091,3.4017814633760812,0.2408427059002742
3.139011729747992,0.27701504162957535,3.394339126657808,0.24124416065806845
3.1342854099248214,0.27785818780436716,3.396574619858231,0.24103629277952676
3.1301178273002583,0.27843951275069384,3.3934629133925096,0.24098551589316544
